,model,pass1,std(E(A)),E(std(A)),std(A),N,win_rate,elo
12,Kimi-k1.6-IOI-high,0.8602272727272727,0.011688976546665232,0.0,0.011688976546665232,1.0,0.28028656126482215,1096.0254099739607
17,O1-2024-12-17 (High),0.8318181818181818,0.012608470016352825,0.0,0.012608470016352825,1.0,0.26180830039525693,1085.1655434581603
11,Kimi-k1.6-IOI,0.8014772727272726,0.011759473911947023,0.006520984879728895,0.013446504024742473,10.0,0.2441699604743083,1080.0051373042777
23,QwQ-Max-Preview,0.8,0.013483997249264842,0.0,0.01348399724926484,1.0,0.23369565217391305,1073.1719261089127
19,O1-2024-12-17 (Med),0.7829545454545455,0.013896399354059785,0.0,0.013896399354059782,1.0,0.22233201581027667,1066.8105232834016
5,DeepSeek-R1-Preview,0.7788636363636364,0.012373683231783127,0.006527912098338669,0.013990056221622098,10.0,0.21546442687747036,1066.8105232834016
14,Llama-3_1-Nemotron-Ultra-253B-v1,0.7772727272727272,0.014025943280170945,0.0,0.014025943280170946,1.0,0.22455533596837945,1064.6989088069315
18,O1-2024-12-17 (Low),0.759090909090909,0.014415581091717073,0.0,0.014415581091717073,1.0,0.20800395256916995,1057.9689927539378
3,DeepCoder-14B-Preview,0.7329545454545454,0.014913850325668377,0.0,0.014913850325668379,1.0,0.20716403162055336,1048.3596065491606
20,O1-Mini-2024-09-12,0.6840909090909091,0.015670997284723816,0.0,0.015670997284723813,1.0,0.1683794466403162,1030.5549562063807
13,Llama-3_1-Nemotron-Nano-8B-v1,0.6443181818181818,0.016137627627714955,0.0,0.01613762762771495,1.0,0.15143280632411066,1016.1671657649124
4,DeepSeek-R1-Lite-Preview,0.6307954545454545,0.013934035266910182,0.008396027937302672,0.01626808605655452,10.0,0.12376482213438735,1009.1978704743806
22,QwQ-32B-Preview,0.5988636363636364,0.016522229564388764,0.0,0.016522229564388764,1.0,0.11620553359683794,999.7768493937227
21,O1-Preview-2024-09-12,0.5556818181818182,0.016750153836605875,0.0,0.01675015383660587,1.0,0.10607707509881423,984.2012274520333
6,DeepSeek-V3 copy,0.545340909090909,0.015766442360589935,0.005759693589760993,0.016785552566351176,10.0,0.09599802371541502,980.0944171145429
15,MetaStone-L1-7B,0.5409090909090909,0.014098571630258282,0.0091334233170046,0.016798486345535033,10.0,0.08883399209486166,974.3357300999787
9,Gemini-Flash-2.0-Thinking,0.5114772727272727,0.015204956490972745,0.007262955082397633,0.016850555433614044,10.0,0.07648221343873518,967.3249121068734
1,Claude-3.5-Sonnet-20240620,0.48034090909090915,0.016407371231945186,0.0038013019735631203,0.016841963289268784,10.0,0.07623517786561265,957.7992149463562
7,GPT-4O-2024-05-13,0.4343181818181819,0.015924651112476363,0.005059052111261833,0.01670893537358253,10.0,0.049456521739130434,936.8699694553256
10,Gemini-Pro-1.5-002,0.4209090909090909,0.016030996928119958,0.0044709808120240915,0.01664279219154283,10.0,0.0466403162055336,932.21399110598
16,Mistral-Large,0.3729545454545455,0.015199105485833588,0.005893773854495427,0.01630182130368967,10.0,0.032806324110671935,912.4840631007954
8,Gemini-Flash-1.5-002,0.36124999999999996,0.0158663640937609,0.003236143378613214,0.016193027311862573,10.0,0.03260869565217391,910.7459218149726
2,Codestral-Latest,0.3532954545454545,0.015298782360438315,0.005057775700969974,0.01611315725590056,10.0,0.030632411067193676,905.5071266978923
0,AzeroGPT-64b,0.2203409090909091,0.01135487717685842,0.008141472494589986,0.013972000933356163,10.0,0.0056324110671936755,843.7100127437087
